 1000	0.000	    1	1    	102.051	  3.519	    496017901213.509	-7.988788e-06
 1000	0.000	    1	3    	 98.083	  2.111	      5812729260.018	2.587047e-07
 1000	0.000	    2	1    	117.050	  0.510	     19363675931.338	4.519972e-07
 1000	0.000	    2	2    	117.859	  3.011	     55069976055.672	-1.014459e-06
 1000	0.000	    3	1    	129.842	  9.969	   5987170399224.944	-5.517320e-06
 1000	0.000	    3	2    	 92.449	 14.963	    893955193883.532	1.787051e-06
 1000	0.000	    3	4    	109.122	 14.774	   2304497985812.690	-4.767945e-06
 1000	0.000	    3	6    	139.521	 24.576	   1235753101278.218	1.807774e-07
 1000	0.000	    3	7    	112.431	 29.903	      2679587735.920	-8.055090e-07
 1000	0.000	    4	1    	130.115	  0.495	     34467445690.602	0.000000e+00
 1000	0.000	    5	1    	121.552	 27.788	    168408377025.530	-3.402027e-05
 1000	0.100	    1	1    	101.996	  3.496	    483590639432.314	-7.519203e-06
 1000	0.100	    1	3    	 98.083	  2.111	      5812729260.018	2.587047e-07
 1000	0.100	    2	1    	116.952	  0.521	     16652807754.065	3.100773e-06
 1000	0.100	    2	2    	117.831	  2.930	     49636722130.292	-3.810017e-06
 1000	0.100	    3	1    	123.269	  0.293	     24010023201.572	8.401753e-07
 1000	0.100	    3	2    	130.181	 10.282	   5606246561159.708	-5.517320e-06
 1000	0.100	    3	3    	 92.373	 14.906	    857872094775.062	2.637178e-06
 1000	0.100	    3	5    	109.116	 14.793	   2278966689315.354	-3.566770e-06
 1000	0.100	    3	8    	139.535	 24.587	   1211855330266.841	4.902235e-07
 1000	0.100	    4	1    	130.004	  0.478	     25947441556.641	0.000000e+00
 1000	0.100	    5	2    	121.734	 27.939	    151346815799.138	-3.123786e-05
 1000	0.200	    1	1    	102.020	  3.445	    474247000432.971	-7.519203e-06
 1000	0.200	    1	3    	 98.119	  2.083	      5425661715.899	2.587047e-07
 1000	0.200	    2	1    	116.952	  0.521	     16652807754.065	3.100773e-06
 1000	0.200	    2	2    	117.746	  2.935	     43819329529.194	6.818980e-07
 1000	0.200	    3	1    	122.803	  0.203	     15102936524.145	0.000000e+00
 1000	0.200	    3	4    	124.258	  1.780	     51145905926.389	0.000000e+00
 1000	0.200	    4	1    	129.971	  0.434	     22074227050.639	0.000000e+00
 1000	0.200	    5	1    	131.222	 10.961	   4736825627272.459	-2.683587e-06
 1000	0.200	    5	2    	 92.303	 14.774	    817987044547.497	8.095157e-07
 1000	0.200	    5	4    	109.581	 14.661	   2107598792622.783	-5.046188e-06
 1000	0.200	    5	7    	100.074	 16.010	     13698055487.442	3.817385e-07
 1000	0.200	    5	9    	139.566	 24.570	   1185272557471.049	4.902235e-07
 1000	0.200	    6	2    	121.712	 27.964	    146556774870.043	-2.208755e-05
 1000	0.300	    1	1    	101.900	  3.453	    454455216278.777	-6.967197e-06
 1000	0.300	    2	1    	116.935	  0.522	     16265533498.009	3.611612e-06
 1000	0.300	    2	2    	117.714	  2.865	     39938608445.598	-6.672037e-07
 1000	0.300	    3	1    	122.803	  0.203	     15102936524.145	0.000000e+00
 1000	0.300	    3	4    	124.249	  1.710	     46492850832.487	0.000000e+00
 1000	0.300	    4	1    	129.899	  0.417	     16652593924.220	6.296496e-07
 1000	0.300	    5	1    	131.223	 10.944	   4647448337913.796	3.475481e-05
 1000	0.300	    5	2    	 92.247	 14.760	    789250968313.643	3.974546e-06
 1000	0.300	    5	3    	109.613	 14.700	   2065871307564.607	-5.046188e-06
 1000	0.300	    5	5    	100.078	 15.990	     13293910061.740	3.817385e-07
 1000	0.300	    5	7    	139.605	 24.594	   1168457634680.205	1.103465e-06
 1000	0.300	    7	2    	121.701	 27.965	    144715353117.187	-2.208755e-05
 1000	0.400	    1	1    	101.887	  3.389	    443545377904.443	-6.032329e-06
 1000	0.400	    2	1    	116.861	  0.537	     13941917455.325	2.283153e-06
 1000	0.400	    2	2    	117.679	  2.858	     37223930151.471	-1.733947e-06
 1000	0.400	    3	1    	122.460	  0.193	     11230400418.440	0.000000e+00
 1000	0.400	    3	5    	124.163	  1.711	     41844239646.172	0.000000e+00
 1000	0.400	    4	1    	129.925	  0.412	     14716075172.179	2.567785e-07
 1000	0.400	    5	1    	131.271	 10.931	   4552835468072.258	5.281195e-05
 1000	0.400	    5	2    	 92.193	 14.697	    765855185455.897	3.737494e-06
 1000	0.400	    5	3    	109.644	 14.663	   2007253182207.133	-3.713054e-06
 1000	0.400	    5	5    	100.078	 15.990	     13293910061.740	3.817385e-07
 1000	0.400	    5	6    	139.618	 24.593	   1150527121847.259	7.382513e-07
 1000	0.400	    8	1    	121.691	 27.991	    140006081130.406	-2.085882e-05
 1000	0.500	    1	1    	101.886	  3.381	    442376954273.901	-6.032329e-06
 1000	0.500	    2	1    	116.845	  0.538	     13554665320.736	6.368861e-07
 1000	0.500	    2	2    	117.597	  2.808	     30630335354.955	4.852636e-06
 1000	0.500	    3	1    	122.528	  0.188	     10455888773.567	0.000000e+00
 1000	0.500	    3	3    	124.189	  1.673	     34482812042.103	0.000000e+00
 1000	0.500	    4	1    	129.810	  0.361	      8132530793.833	4.142590e-07
 1000	0.500	    5	1    	131.211	 10.936	   4500625426241.901	5.281195e-05
 1000	0.500	    5	2    	 92.151	 14.643	    741355482293.597	3.426141e-06
 1000	0.500	    5	3    	109.649	 14.630	   1972210796572.787	-2.583367e-06
 1000	0.500	    5	4    	100.065	 15.935	     11275703416.582	5.759430e-07
 1000	0.500	    5	5    	139.681	 24.606	   1128430683106.558	1.335622e-06
 1000	0.500	    8	1    	121.686	 27.989	    139578072790.250	-2.085882e-05
 1000	0.600	    1	1    	101.757	  3.396	    423365547870.020	-2.463703e-06
 1000	0.600	    2	1    	116.654	  0.462	     10069101160.290	1.197551e-06
 1000	0.600	    2	3    	117.644	  2.736	     26751663814.989	-4.012504e-07
 1000	0.600	    3	1    	122.450	  0.190	      9681377128.694	0.000000e+00
 1000	0.600	    3	2    	124.110	  1.635	     29831514322.400	0.000000e+00
 1000	0.600	    6	1    	131.158	 10.914	   4435211298852.896	5.129216e-07
 1000	0.600	    6	2    	 92.103	 14.636	    719858381406.790	3.426141e-06
 1000	0.600	    6	3    	109.728	 14.551	   1906777472400.000	2.957107e-06
 1000	0.600	    6	6    	100.051	 15.904	     10468969593.303	5.759430e-07
 1000	0.600	    6	8    	139.717	 24.635	   1112026897292.843	1.344348e-06
